Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2024-06-03,2696652,IJ-118,29634,26.0,0,0,1.0,PC,N-184/2,0.826
2024-06-03,2696652,IJ-118,29634,262.0,0,0,1.0,PC,N-184/2,0.826
2024-06-03,2696652,IJ-118,29634,365.0,10,0,1.0,PC,N-184/2,0.826
2024-06-02,2696652,IJ-118,29634,198.0,10,0,1.0,PC,N-184/2,0.826
2024-06-02,2696652,IJ-118,29634,2.0,0,0,1.0,PC,N-184/2,0.826
2024-06-01,2696652,IJ-118,29634,367.0,10,0,1.0,PC,N-184/2,0.826
2024-05-31,2696652,IJ-118,29634,9.0,0,0,1.0,PC,N-184/2,0.826
2024-05-31,2696652,IJ-118,29634,189.0,8,0,1.0,PC,N-184/2,0.826
2024-05-31,2696652,IJ-118,29634,444.0,0,0,1.0,PC,N-184/2,0.826
2024-05-31,2696652,IJ-118,29634,371.0,17,0,1.0,PC,N-184/2,0.826
2024-05-30,2696652,IJ-118,29634,218.0,5,0,1.0,PC,N-184/2,0.826
2024-05-30,2696652,IJ-118,29634,377.0,6,0,1.0,PC,N-184/2,0.826
2024-05-30,2696652,IJ-118,29634,410.0,0,0,1.0,PC,N-184/2,0.826
2024-05-29,2696652,IJ-118,29634,230.0,4,0,1.0,PC,N-184/2,0.826
2024-05-29,2696652,IJ-118,29634,423.0,0,0,1.0,PC,N-184/2,0.826
2024-05-29,2696652,IJ-118,29634,330.0,38,0,1.0,PC,N-184/2,0.826
2024-05-28,2696652,IJ-118,29634,-28.0,28,0,1.0,PC,N-184/2,0.826
2024-05-27,2698570,IJ-118,SA02871,215.0,0,0,1.0,PC,MASSA F420/95,1.813
2024-05-27,2698570,IJ-118,SA02871,390.0,9,0,1.0,PC,MASSA F420/95,1.813
2024-05-28,2698583,IJ-118,SA07021,3.0,0,0,1.0,PC,P250/14,0.67
2024-05-28,2698583,IJ-118,SA07021,451.0,18,0,1.0,PC,P250/14,0.67
2024-05-28,2698583,IJ-118,SA07021,436.0,2,0,1.0,PC,P250/14,0.67
2024-05-27,2698583,IJ-118,SA07021,234.0,36,0,1.0,PC,P250/14,0.67
2024-05-27,2698583,IJ-118,SA07021,121.0,23,0,1.0,PC,P250/14,0.67
2024-06-05,2698792,IJ-118,SA07395,129.0,3,0,1.0,PC,N148/18,1.26
2024-06-05,2698792,IJ-118,SA07395,435.0,13,0,1.0,PC,N148/18,1.26
2024-06-04,2698792,IJ-118,SA07395,238.0,12,0,1.0,PC,N148/18,1.26
2024-06-04,2698792,IJ-118,SA07395,420.0,27,0,1.0,PC,N148/18,1.26
2024-06-04,2698792,IJ-118,SA07395,362.0,52,0,1.0,PC,N148/18,1.26
2024-06-03,2698792,IJ-118,SA07395,143.0,0,0,1.0,PC,N148/18,1.26
2024-06-12,2699012,IJ-118,SA07320,275.0,9,0,1.0,PC,P250/14,2.7
2024-06-12,2699012,IJ-118,SA07320,472.0,4,0,1.0,PC,P250/14,2.7
2024-06-11,2699012,IJ-118,SA07320,198.0,0,0,1.0,PC,P250/14,2.7
2024-06-11,2699012,IJ-118,SA07320,38.0,0,0,1.0,PC,P250/14,2.7
2024-06-11,2699012,IJ-118,SA07320,333.0,44,0,1.0,PC,P250/14,2.7
2024-06-11,2699012,IJ-118,SA07320,446.0,16,0,1.0,PC,P250/14,2.7
2024-06-10,2699012,IJ-118,SA07320,136.0,38,0,1.0,PC,P250/14,2.7
2024-06-10,2699012,IJ-118,SA07320,90.0,21,0,1.0,PC,P250/14,2.7
2024-06-25,2699023,IJ-118,29634,165.0,0,0,1.0,PC,N-184/2,0.826
2024-06-24,2699023,IJ-118,29634,226.0,13,0,1.0,PC,N-184/2,0.826
2024-06-24,2699023,IJ-118,29634,465.0,8,0,1.0,PC,N-184/2,0.826
2024-06-24,2699023,IJ-118,29634,473.0,4,0,1.0,PC,N-184/2,0.826
2024-06-23,2699023,IJ-118,29634,187.0,14,0,1.0,PC,N-184/2,0.826
2024-06-23,2699023,IJ-118,29634,7.0,0,0,1.0,PC,N-184/2,0.826
2024-06-22,2699023,IJ-118,29634,326.0,3,0,1.0,PC,N-184/2,0.826
2024-06-22,2699023,IJ-118,29634,411.0,1,0,1.0,PC,N-184/2,0.826
2024-06-21,2699023,IJ-118,29634,11.0,0,0,1.0,PC,N-184/2,0.826
2024-06-21,2699023,IJ-118,29634,208.0,17,0,1.0,PC,N-184/2,0.826
2024-06-21,2699023,IJ-118,29634,469.0,0,0,1.0,PC,N-184/2,0.826
2024-06-21,2699023,IJ-118,29634,412.0,12,0,1.0,PC,N-184/2,0.826
2024-06-20,2699023,IJ-118,29634,102.0,36,0,1.0,PC,N-184/2,0.826
2024-06-20,2699023,IJ-118,29634,194.0,45,0,1.0,PC,N-184/2,0.826
2024-06-06,2699648,IJ-118,SA02269,47.0,0,0,1.0,PC,P250/14,0.795
2024-06-06,2699648,IJ-118,SA02269,493.0,1,0,1.0,PC,P250/14,0.795
2024-06-10,2699649,IJ-118,SA02961,231.0,3,0,1.0,PC,P250/14,1.36
2024-06-10,2699649,IJ-118,SA02961,521.0,6,0,1.0,PC,P250/14,1.36
2024-06-09,2699649,IJ-118,SA02961,283.0,4,0,1.0,PC,P250/14,1.36
2024-06-08,2699649,IJ-118,SA02961,407.0,5,0,1.0,PC,P250/14,1.36
2024-06-08,2699649,IJ-118,SA02961,445.0,5,0,1.0,PC,P250/14,1.36
2024-06-07,2699649,IJ-118,SA02961,5.0,0,0,1.0,PC,P250/14,1.36
2024-06-07,2699649,IJ-118,SA02961,303.0,1,0,1.0,PC,P250/14,1.36
2024-06-07,2699649,IJ-118,SA02961,479.0,1,0,1.0,PC,P250/14,1.36
2024-06-07,2699649,IJ-118,SA02961,47.0,42,0,1.0,PC,P250/14,1.36
2024-06-06,2699649,IJ-118,SA02961,69.0,40,0,1.0,PC,P250/14,1.36
2024-06-06,2699647,IJ-118,SA05780,1.0,0,0,1.0,PC,P250/14,0.48
2024-06-06,2699647,IJ-118,SA05780,478.0,2,0,1.0,PC,P250/14,0.48
2024-06-05,2699647,IJ-118,SA05780,287.0,2,0,1.0,PC,P250/14,0.48
2024-06-05,2699647,IJ-118,SA05780,285.0,4,0,1.0,PC,P250/14,0.48
2024-06-13,2700114,IJ-118,SA07538,194.0,0,0,1.0,PC,P248/40,0.591
2024-06-13,2700114,IJ-118,SA07538,491.0,5,0,1.0,PC,P248/40,0.591
2024-06-13,2700114,IJ-118,SA07538,530.0,2,0,1.0,PC,P248/40,0.591
2024-06-12,2700114,IJ-118,SA07538,278.0,22,0,1.0,PC,P248/40,0.591
2024-06-12,2700114,IJ-118,SA07538,24.0,10,0,1.0,PC,P248/40,0.591
2024-06-17,2700115,IJ-118,SA07539,8.0,0,0,1.0,PC,P248/40,0.565
2024-06-16,2700115,IJ-118,SA07539,63.0,15,0,1.0,PC,P248/40,0.565
2024-06-16,2700115,IJ-118,SA07539,7.0,0,0,1.0,PC,P248/40,0.565
2024-06-15,2700115,IJ-118,SA07539,436.0,7,0,1.0,PC,P248/40,0.565
2024-06-15,2700115,IJ-118,SA07539,5.0,0,0,1.0,PC,P248/40,0.565
2024-06-14,2700115,IJ-118,SA07539,2.0,0,0,1.0,PC,P248/40,0.565
2024-06-14,2700115,IJ-118,SA07539,311.0,7,0,1.0,PC,P248/40,0.565
2024-06-14,2700115,IJ-118,SA07539,516.0,4,0,1.0,PC,P248/40,0.565
2024-06-14,2700115,IJ-118,SA07539,525.0,3,0,1.0,PC,P248/40,0.565
2024-06-13,2700115,IJ-118,SA07539,42.0,10,0,1.0,PC,P248/40,0.565
2024-06-20,2700118,IJ-118,SA05776,423.0,8,0,1.0,PC,MASSA F403/32,2.25
2024-06-19,2700118,IJ-118,SA05776,256.0,3,0,1.0,PC,MASSA F403/32,2.25
2024-06-19,2700261,IJ-118,SA05876,9.0,0,0,1.0,PC,F424/40 MARROM,0.51
2024-06-19,2700261,IJ-118,SA05876,12.0,0,0,1.0,PC,F424/40 MARROM,0.51
2024-07-02,2700377,IJ-118,SA05881,8.0,17,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-01,2700377,IJ-118,SA05881,256.0,36,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-01,2700377,IJ-118,SA05881,314.0,57,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-01,2700377,IJ-118,SA05881,417.0,33,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-30,2700377,IJ-118,SA05881,218.0,20,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-30,2700377,IJ-118,SA05881,6.0,0,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-29,2700377,IJ-118,SA05881,337.0,22,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-29,2700377,IJ-118,SA05881,417.0,12,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-28,2700377,IJ-118,SA05881,7.0,0,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-28,2700377,IJ-118,SA05881,218.0,4,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-28,2700377,IJ-118,SA05881,384.0,42,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-28,2700377,IJ-118,SA05881,166.0,58,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-27,2700377,IJ-118,SA05881,207.0,32,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-27,2700377,IJ-118,SA05881,9.0,0,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-27,2700377,IJ-118,SA05881,30.0,0,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-27,2700573,IJ-118,SA05025,224.0,9,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-06-27,2700573,IJ-118,SA05025,507.0,6,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-06-26,2700573,IJ-118,SA05025,284.0,27,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-06-26,2700573,IJ-118,SA05025,471.0,28,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-06-26,2700573,IJ-118,SA05025,534.0,8,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-06-25,2700573,IJ-118,SA05025,309.0,13,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-06-25,2700573,IJ-118,SA05025,484.0,22,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-06-25,2700573,IJ-118,SA05025,109.0,4,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.54
2024-07-17,2700734,IJ-118,SA02235,302.0,11,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-16,2700734,IJ-118,SA02235,301.0,7,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-16,2700734,IJ-118,SA02235,415.0,29,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-16,2700734,IJ-118,SA02235,90.0,14,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-03,2700734,IJ-118,SA02235,54.0,1,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-02,2700734,IJ-118,SA02235,335.0,35,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-02,2700734,IJ-118,SA02235,391.0,13,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-07-02,2700734,IJ-118,SA02235,208.0,17,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
2024-06-27,2700734,IJ-118,SA02235,30.0,0,0,1.0,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6
