Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2024-09-06,2674524,IJ-164,18339,36.0,0,0,1.0,PC,N-142/44,1.381
2024-09-06,2674524,IJ-164,18339,334.0,12,0,1.0,PC,N-142/44,1.381
2024-09-06,2674524,IJ-164,18339,274.0,13,0,1.0,PC,N-142/44,1.381
2024-09-05,2674524,IJ-164,18339,117.0,70,0,1.0,PC,N-142/44,1.381
2024-09-05,2674524,IJ-164,18339,384.0,5,0,1.0,PC,N-142/44,1.381
2024-09-05,2674524,IJ-164,18339,306.0,7,0,1.0,PC,N-142/44,1.381
2024-09-04,2674524,IJ-164,18339,154.0,5,0,1.0,PC,N-142/44,1.381
2024-09-04,2674524,IJ-164,18339,30.0,11,0,1.0,PC,N-142/44,1.381
2024-09-03,2674524,IJ-164,18339,55.0,13,0,1.0,PC,N-142/44,1.381
2024-06-06,2695293,IJ-164,SA17337,249.0,25,0,1.0,PC,MASSA F420/134,7.135
2024-06-05,2695293,IJ-164,SA17337,126.0,13,0,1.0,PC,MASSA F420/134,7.135
2024-06-05,2695293,IJ-164,SA17337,226.0,54,0,1.0,PC,MASSA F420/134,7.135
2024-06-05,2695293,IJ-164,SA17337,341.0,1,0,1.0,PC,MASSA F420/134,7.135
2024-06-04,2695293,IJ-164,SA17337,177.0,6,0,1.0,PC,MASSA F420/134,7.135
2024-06-04,2695293,IJ-164,SA17337,295.0,8,0,1.0,PC,MASSA F420/134,7.135
2024-06-04,2695293,IJ-164,SA17337,125.0,9,0,1.0,PC,MASSA F420/134,7.135
2024-06-03,2695293,IJ-164,SA17337,140.0,27,0,1.0,PC,MASSA F420/134,7.135
2024-06-02,2695293,IJ-164,SA17337,43.0,0,0,1.0,PC,MASSA F420/134,7.135
2024-06-01,2695293,IJ-164,SA17337,241.0,7,0,1.0,PC,MASSA F420/134,7.135
2024-06-01,2695293,IJ-164,SA17337,268.0,8,0,1.0,PC,MASSA F420/134,7.135
2024-05-31,2695293,IJ-164,SA17337,120.0,6,0,1.0,PC,MASSA F420/134,7.135
2024-05-31,2695293,IJ-164,SA17337,228.0,21,0,1.0,PC,MASSA F420/134,7.135
2024-05-31,2695293,IJ-164,SA17337,2.0,0,0,1.0,PC,MASSA F420/134,7.135
2024-05-30,2695293,IJ-164,SA17337,98.0,8,0,1.0,PC,MASSA F420/134,7.135
2024-05-30,2695293,IJ-164,SA17337,229.0,5,0,1.0,PC,MASSA F420/134,7.135
2024-05-30,2695293,IJ-164,SA17337,243.0,4,0,1.0,PC,MASSA F420/134,7.135
2024-05-29,2695293,IJ-164,SA17337,130.0,13,0,1.0,PC,MASSA F420/134,7.135
2024-05-29,2695293,IJ-164,SA17337,186.0,23,0,1.0,PC,MASSA F420/134,7.135
2024-05-29,2695293,IJ-164,SA17337,293.0,12,0,1.0,PC,MASSA F420/134,7.135
2024-05-28,2695293,IJ-164,SA17337,113.0,21,0,1.0,PC,MASSA F420/134,7.135
2024-05-28,2695293,IJ-164,SA17337,117.0,33,0,1.0,PC,MASSA F420/134,7.135
2024-05-28,2695293,IJ-164,SA17337,230.0,10,0,1.0,PC,MASSA F420/134,7.135
2024-05-27,2695293,IJ-164,SA17337,148.0,19,0,1.0,PC,MASSA F420/134,7.135
2024-05-27,2695293,IJ-164,SA17337,81.0,17,0,1.0,PC,MASSA F420/134,7.135
2024-05-27,2695293,IJ-164,SA17337,15.0,0,0,1.0,PC,MASSA F420/134,7.135
2024-06-20,2699121,IJ-164,18339,187.0,1,0,1.0,PC,N-142/44,1.381
2024-06-19,2699121,IJ-164,18339,246.0,9,0,1.0,PC,N-142/44,1.381
2024-06-19,2699121,IJ-164,18339,234.0,2,0,1.0,PC,N-142/44,1.381
2024-06-23,2699123,IJ-164,SA12484,134.0,2,0,1.0,PC,N-142/44,1.35
2024-06-22,2699123,IJ-164,SA12484,319.0,3,0,1.0,PC,N-142/44,1.35
2024-06-22,2699123,IJ-164,SA12484,400.0,2,0,1.0,PC,N-142/44,1.35
2024-06-21,2699123,IJ-164,SA12484,226.0,1,0,1.0,PC,N-142/44,1.35
2024-06-21,2699123,IJ-164,SA12484,371.0,3,0,1.0,PC,N-142/44,1.35
2024-06-21,2699123,IJ-164,SA12484,444.0,4,0,1.0,PC,N-142/44,1.35
2024-06-20,2699123,IJ-164,SA12484,233.0,9,0,1.0,PC,N-142/44,1.35
2024-06-20,2699123,IJ-164,SA12484,420.0,7,0,1.0,PC,N-142/44,1.35
2024-06-20,2699123,IJ-164,SA12484,9.0,0,0,1.0,PC,N-142/44,1.35
2024-06-20,2699123,IJ-164,SA12484,127.0,0,0,1.0,PC,N-142/44,1.35
2024-07-01,2699128,IJ-164,sa13017,125.0,0,0,1.0,PC,MASSA F420/134,1.26
2024-07-01,2699128,IJ-164,sa13017,364.0,5,0,1.0,PC,MASSA F420/134,1.26
2024-07-01,2699128,IJ-164,sa13017,412.0,0,0,1.0,PC,MASSA F420/134,1.26
2024-06-30,2699128,IJ-164,sa13017,85.0,0,0,1.0,PC,MASSA F420/134,1.26
2024-06-29,2699128,IJ-164,sa13017,259.0,9,0,1.0,PC,MASSA F420/134,1.26
